,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1397,Bad,4.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,2.0,1.0,8.0,0.0,3.0,3.0,7.0,9.0,6.0,3.0,2.0,8.0
1398,Good,1.0,9.0,0.0,8.0,9.0,0.0,0.0,5.0,-8.0,6,6,9.0,4.0,1.0,0.0,3.0,3.0,6.0,-8.0,7.0,3.0,3.0,2.0
1399,Bad,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,4,2,1.0,1.0,2.0,0.0,0.0,0.0,2.0,-8.0,1.0,0.0,0.0,0.0
1400,Bad,2.0,0.0,6.0,1.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,7.0,1.0,3.0,8.0
1401,Good,2.0,9.0,6.0,9.0,9.0,0.0,0.0,2.0,1.0,4,6,8.0,1.0,6.0,0.0,0.0,0.0,3.0,7.0,6.0,1.0,0.0,4.0
1402,Good,6.0,7.0,2.0,7.0,7.0,0.0,0.0,5.0,8.0,6,6,7.0,2.0,0.0,0.0,0.0,0.0,5.0,-8.0,3.0,-8.0,0.0,0.0
1403,Bad,3.0,1.0,7.0,3.0,5.0,0.0,0.0,0.0,1.0,4,6,4.0,0.0,8.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,4.0
1404,Bad,9.0,6.0,4.0,7.0,7.0,0.0,0.0,5.0,9.0,6,6,7.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0
1405,Bad,1.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,-7.0,7,8,1.0,3.0,4.0,0.0,1.0,1.0,8.0,-8.0,2.0,0.0,-8.0,6.0
1406,Bad,7.0,1.0,2.0,2.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,4.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,7.0
1407,Bad,2.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,6,2,4.0,1.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,-8.0,8.0
1408,Bad,0.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0,2,2.0,1.0,2.0,0.0,3.0,3.0,4.0,7.0,2.0,1.0,0.0,5.0
1409,Good,4.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,8.0,6,5,5.0,1.0,9.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,4.0
1410,Good,8.0,3.0,1.0,1.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,3.0,2.0,0.0,4.0
1411,Bad,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,3,5,1.0,0.0,7.0,0.0,1.0,1.0,6.0,9.0,1.0,3.0,-8.0,3.0
1412,Good,7.0,4.0,1.0,3.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,1.0,0.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,0.0
1413,Bad,1.0,4.0,8.0,9.0,0.0,2.0,1.0,0.0,4.0,6,2,0.0,0.0,2.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
1414,Bad,6.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,9.0,0.0,1.0,1.0,5.0,-8.0,1.0,2.0,0.0,7.0
1415,Good,2.0,8.0,7.0,9.0,2.0,2.0,1.0,0.0,3.0,4,4,3.0,0.0,1.0,0.0,0.0,0.0,5.0,-8.0,6.0,0.0,1.0,5.0
1416,Bad,1.0,1.0,5.0,1.0,6.0,0.0,0.0,4.0,5.0,6,6,6.0,1.0,4.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,3.0,5.0
1417,Bad,0.0,3.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,0,2,3.0,0.0,9.0,0.0,1.0,1.0,9.0,0.0,3.0,1.0,1.0,5.0
1418,Good,6.0,6.0,1.0,5.0,8.0,0.0,0.0,5.0,7.0,6,6,8.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,6.0,3.0,0.0,3.0
1419,Good,3.0,5.0,0.0,9.0,3.0,1.0,0.0,0.0,3.0,3,5,4.0,1.0,2.0,0.0,2.0,2.0,3.0,-8.0,4.0,0.0,0.0,7.0
1420,Good,5.0,3.0,0.0,3.0,9.0,0.0,0.0,4.0,6.0,6,6,9.0,4.0,1.0,0.0,1.0,1.0,3.0,7.0,5.0,3.0,2.0,1.0
1421,Bad,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,4.0,2.0,0.0,2.0,2.0,7.0,8.0,7.0,3.0,3.0,7.0
1422,Bad,6.0,5.0,7.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,0.0,1.0,0.0,0.0,0.0,5.0,-8.0,4.0,0.0,2.0,1.0
1423,Good,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4,6,0.0,2.0,8.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,7.0
1424,Bad,0.0,2.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,3,5,3.0,0.0,8.0,0.0,2.0,2.0,9.0,-8.0,6.0,0.0,1.0,8.0
1425,Bad,1.0,4.0,6.0,1.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,3.0,0.0,0.0,1.0,1.0,7.0,3.0,7.0,0.0,3.0,6.0
1426,Good,2.0,2.0,3.0,1.0,4.0,0.0,0.0,3.0,2.0,4,6,3.0,4.0,8.0,0.0,1.0,1.0,6.0,8.0,2.0,3.0,1.0,5.0
1427,Bad,7.0,7.0,0.0,5.0,1.0,0.0,0.0,3.0,-8.0,6,6,2.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,6.0
1428,Bad,3.0,2.0,0.0,4.0,7.0,0.0,0.0,3.0,9.0,6,6,8.0,4.0,0.0,0.0,3.0,3.0,5.0,4.0,7.0,0.0,2.0,1.0
1429,Bad,5.0,7.0,5.0,4.0,5.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,7.0,0.0,0.0,0.0,8.0,2.0,3.0,3.0,2.0,8.0
1430,Bad,9.0,7.0,8.0,8.0,2.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,3.0,0.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,2.0
1431,Bad,2.0,4.0,4.0,4.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,0.0,0.0,2.0,2.0,8.0,5.0,7.0,0.0,3.0,5.0
1432,Good,7.0,7.0,3.0,8.0,3.0,0.0,0.0,2.0,3.0,4,6,3.0,3.0,3.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,1.0
1433,Bad,4.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,6,6,5.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0
1434,Good,8.0,4.0,8.0,8.0,3.0,0.0,0.0,3.0,7.0,6,6,3.0,0.0,0.0,0.0,2.0,2.0,1.0,-8.0,2.0,0.0,0.0,1.0
1435,Bad,1.0,9.0,3.0,7.0,8.0,2.0,0.0,2.0,0.0,3,5,8.0,4.0,3.0,0.0,1.0,1.0,6.0,5.0,6.0,2.0,1.0,2.0
1436,Bad,1.0,8.0,6.0,4.0,6.0,0.0,0.0,3.0,1.0,4,6,6.0,0.0,4.0,0.0,0.0,0.0,8.0,9.0,6.0,2.0,2.0,7.0
1437,Bad,1.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,4.0,3,4,3.0,1.0,2.0,0.0,0.0,0.0,3.0,-8.0,6.0,0.0,0.0,8.0
1438,Good,9.0,4.0,8.0,7.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0
1439,Bad,4.0,4.0,4.0,6.0,4.0,0.0,0.0,4.0,5.0,6,6,4.0,1.0,6.0,0.0,0.0,0.0,7.0,6.0,5.0,2.0,1.0,5.0
1440,Bad,6.0,1.0,8.0,8.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-8.0,2.0,-8.0,1.0,8.0
1441,Bad,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,4,6,2.0,3.0,7.0,0.0,2.0,2.0,6.0,0.0,4.0,1.0,0.0,6.0
1442,Bad,1.0,1.0,5.0,0.0,5.0,1.0,0.0,1.0,3.0,4,5,5.0,2.0,9.0,0.0,0.0,0.0,5.0,7.0,1.0,3.0,1.0,7.0
1443,Bad,3.0,9.0,3.0,6.0,8.0,1.0,0.0,3.0,6.0,6,2,7.0,4.0,3.0,0.0,2.0,2.0,8.0,7.0,6.0,2.0,3.0,6.0
1444,Bad,1.0,6.0,1.0,4.0,7.0,0.0,0.0,5.0,2.0,4,6,7.0,2.0,7.0,0.0,0.0,0.0,7.0,7.0,4.0,2.0,3.0,5.0
1445,Good,5.0,8.0,0.0,5.0,9.0,0.0,0.0,4.0,5.0,6,6,9.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0
1446,Good,8.0,4.0,0.0,4.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,4.0,8.0,0.0,1.0,1.0,1.0,6.0,4.0,2.0,0.0,5.0
1447,Bad,6.0,9.0,7.0,8.0,1.0,0.0,0.0,2.0,4.0,6,6,1.0,0.0,4.0,0.0,1.0,1.0,7.0,6.0,3.0,1.0,1.0,8.0
1448,Good,6.0,1.0,2.0,1.0,5.0,0.0,0.0,4.0,9.0,6,6,4.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0,7.0,1.0,0.0,6.0
1449,Bad,8.0,9.0,7.0,8.0,5.0,0.0,0.0,4.0,4.0,6,6,4.0,0.0,6.0,0.0,1.0,1.0,3.0,-8.0,5.0,0.0,0.0,6.0
1450,Good,8.0,9.0,8.0,9.0,7.0,0.0,0.0,5.0,9.0,6,6,7.0,0.0,5.0,0.0,0.0,0.0,0.0,-8.0,2.0,0.0,0.0,3.0
1451,Bad,8.0,7.0,2.0,7.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,0.0,0.0,2.0,2.0,1.0,-8.0,4.0,1.0,0.0,1.0
1452,Bad,0.0,8.0,1.0,7.0,9.0,0.0,0.0,4.0,5.0,6,6,9.0,2.0,1.0,0.0,3.0,3.0,9.0,-8.0,7.0,0.0,3.0,7.0
1453,Bad,6.0,6.0,0.0,2.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,4.0,4.0,0.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,8.0
1454,Bad,6.0,7.0,2.0,5.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,0.0,0.0,2.0,1.0,2.0,-8.0,6.0,1.0,2.0,2.0
1455,Good,9.0,7.0,8.0,8.0,6.0,0.0,0.0,5.0,-7.0,7,8,7.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,-8.0,3.0
1456,Good,1.0,8.0,0.0,8.0,3.0,2.0,1.0,5.0,-7.0,0,8,6.0,2.0,1.0,0.0,1.0,1.0,1.0,9.0,3.0,0.0,0.0,1.0
1457,Good,3.0,4.0,6.0,7.0,6.0,0.0,0.0,3.0,8.0,6,6,6.0,1.0,4.0,0.0,2.0,2.0,7.0,6.0,7.0,1.0,2.0,5.0
1458,Bad,0.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,8.0,6,6,1.0,0.0,8.0,0.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,8.0
1459,Bad,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0,6,6,1.0,4.0,2.0,0.0,3.0,3.0,5.0,8.0,4.0,0.0,1.0,3.0
1460,Bad,6.0,7.0,0.0,3.0,3.0,1.0,0.0,2.0,7.0,6,5,4.0,4.0,2.0,0.0,2.0,2.0,3.0,-8.0,4.0,0.0,0.0,3.0
1461,Good,9.0,3.0,2.0,4.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,2.0,0.0,0.0,0.0,1.0,-8.0,2.0,0.0,0.0,0.0
1462,Good,3.0,8.0,0.0,9.0,9.0,0.0,0.0,4.0,1.0,4,6,9.0,3.0,9.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,5.0
1463,Good,9.0,9.0,7.0,8.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,4.0
1464,Bad,6.0,4.0,0.0,1.0,6.0,1.0,0.0,4.0,6.0,6,5,6.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,1.0
1465,Bad,5.0,4.0,2.0,2.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,6.0,0.0,0.0,0.0,7.0,2.0,6.0,3.0,1.0,6.0
1466,Bad,3.0,4.0,3.0,5.0,6.0,2.0,0.0,1.0,9.0,6,5,6.0,4.0,2.0,0.0,0.0,0.0,7.0,8.0,6.0,1.0,2.0,8.0
1467,Good,9.0,9.0,6.0,9.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0
1468,Good,7.0,9.0,1.0,6.0,6.0,0.0,0.0,3.0,7.0,6,6,6.0,2.0,5.0,0.0,1.0,1.0,1.0,6.0,3.0,2.0,0.0,2.0
1469,Bad,1.0,2.0,8.0,5.0,2.0,2.0,0.0,0.0,1.0,3,5,3.0,0.0,6.0,0.0,2.0,2.0,1.0,-8.0,2.0,0.0,0.0,5.0
1470,Good,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,3.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,8.0
1471,Good,3.0,5.0,6.0,4.0,7.0,0.0,0.0,2.0,2.0,4,6,7.0,2.0,3.0,0.0,1.0,1.0,3.0,-8.0,6.0,0.0,1.0,3.0
1472,Bad,1.0,3.0,2.0,3.0,7.0,1.0,1.0,2.0,0.0,2,4,7.0,3.0,3.0,0.0,2.0,2.0,4.0,0.0,6.0,2.0,2.0,2.0
1473,Good,4.0,9.0,3.0,9.0,6.0,1.0,1.0,4.0,5.0,6,6,6.0,4.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,2.0,1.0
1474,Bad,0.0,0.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,4,6,4.0,3.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,1.0,2.0
1475,Bad,2.0,2.0,2.0,3.0,7.0,0.0,0.0,3.0,3.0,4,6,7.0,3.0,2.0,0.0,1.0,1.0,7.0,2.0,7.0,0.0,3.0,6.0
1476,Bad,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,4,6,0.0,0.0,9.0,0.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,8.0
1477,Good,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,4,6,0.0,2.0,5.0,0.0,0.0,0.0,8.0,5.0,3.0,1.0,1.0,8.0
1478,Bad,0.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,8.0,6,6,2.0,1.0,9.0,0.0,1.0,1.0,8.0,5.0,2.0,2.0,1.0,7.0
1479,Bad,4.0,0.0,5.0,1.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,3.0,6.0,0.0,0.0,0.0,6.0,4.0,4.0,3.0,0.0,6.0
1480,Bad,5.0,7.0,3.0,7.0,6.0,2.0,1.0,2.0,7.0,6,2,6.0,2.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0
1481,Bad,6.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,4.0,1.0,0.0,1.0,1.0,5.0,-8.0,5.0,-8.0,1.0,7.0
1482,Good,7.0,4.0,0.0,4.0,9.0,0.0,0.0,5.0,9.0,6,6,9.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,6.0
1483,Good,6.0,6.0,2.0,6.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,3.0,0.0,0.0,0.0,5.0,3.0,4.0,3.0,0.0,2.0
1484,Bad,0.0,2.0,0.0,2.0,9.0,2.0,1.0,4.0,4.0,0,5,9.0,2.0,3.0,0.0,2.0,2.0,9.0,3.0,7.0,3.0,3.0,5.0
1485,Bad,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,6,5,0.0,1.0,8.0,0.0,1.0,1.0,-8.0,8.0,-8.0,2.0,-8.0,8.0
1486,Bad,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,6.0,6,6,3.0,2.0,2.0,0.0,1.0,1.0,8.0,3.0,7.0,0.0,1.0,7.0
1487,Bad,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,0,2,0.0,0.0,9.0,0.0,0.0,0.0,9.0,-8.0,1.0,0.0,1.0,8.0
1488,Bad,3.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,6,6,0.0,1.0,8.0,0.0,3.0,3.0,8.0,9.0,1.0,0.0,-8.0,8.0
1489,Bad,1.0,6.0,8.0,8.0,5.0,2.0,1.0,0.0,3.0,4,4,6.0,0.0,5.0,0.0,2.0,2.0,8.0,7.0,6.0,2.0,1.0,8.0
1490,Bad,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,3.0,6.0,0.0,2.0,2.0,8.0,6.0,3.0,1.0,0.0,8.0
1491,Bad,3.0,5.0,6.0,8.0,1.0,2.0,1.0,0.0,9.0,6,3,1.0,0.0,8.0,0.0,1.0,1.0,9.0,-8.0,1.0,0.0,1.0,8.0
1492,Good,3.0,4.0,2.0,1.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,4.0,3.0,0.0,1.0,1.0,7.0,1.0,6.0,2.0,1.0,7.0
1493,Bad,2.0,3.0,2.0,1.0,6.0,2.0,1.0,5.0,-7.0,6,8,6.0,4.0,3.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,3.0,7.0
1494,Bad,6.0,2.0,2.0,5.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,3.0,1.0,0.0,2.0,2.0,3.0,-8.0,6.0,-8.0,0.0,1.0
1495,Bad,3.0,2.0,5.0,5.0,2.0,1.0,1.0,0.0,5.0,6,2,2.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,-8.0,4.0
1496,Bad,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,9.0,6,2,4.0,4.0,2.0,0.0,3.0,3.0,6.0,5.0,7.0,1.0,2.0,7.0
1497,Bad,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0,6,6,2.0,3.0,9.0,0.0,1.0,1.0,8.0,0.0,2.0,3.0,1.0,8.0
1498,Bad,6.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,6,6,0.0,1.0,9.0,0.0,0.0,0.0,2.0,-8.0,1.0,0.0,-8.0,8.0
1499,Bad,7.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,4.0,6,6,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,4.0
1500,Bad,4.0,8.0,1.0,2.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,4.0,0.0,0.0,3.0,3.0,7.0,-8.0,6.0,0.0,2.0,8.0
1501,Bad,7.0,4.0,2.0,3.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,5.0
1502,Good,5.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,-7.0,7,8,5.0,2.0,2.0,0.0,2.0,2.0,0.0,-8.0,3.0,0.0,0.0,3.0
1503,Good,8.0,4.0,7.0,8.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0
1504,Bad,8.0,4.0,3.0,2.0,6.0,0.0,0.0,4.0,-8.0,6,6,6.0,4.0,6.0,0.0,1.0,1.0,2.0,5.0,4.0,1.0,0.0,6.0
1505,Bad,4.0,6.0,4.0,5.0,6.0,1.0,0.0,1.0,1.0,3,5,6.0,3.0,0.0,0.0,1.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0
1506,Bad,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,8.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-8.0,2.0
1507,Good,9.0,8.0,8.0,6.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-8.0,2.0,-8.0,0.0,1.0
1508,Bad,4.0,9.0,2.0,5.0,9.0,0.0,0.0,5.0,6.0,6,6,9.0,3.0,3.0,0.0,3.0,3.0,8.0,2.0,7.0,3.0,3.0,8.0
1509,Bad,6.0,6.0,2.0,7.0,2.0,0.0,0.0,3.0,1.0,4,6,2.0,4.0,1.0,0.0,3.0,3.0,2.0,-8.0,2.0,1.0,0.0,2.0
1510,Good,7.0,9.0,1.0,5.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0
1511,Bad,2.0,1.0,2.0,4.0,1.0,2.0,1.0,0.0,7.0,6,2,2.0,2.0,4.0,0.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,4.0
1512,Bad,3.0,2.0,6.0,3.0,6.0,2.0,1.0,1.0,3.0,3,2,7.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,7.0,0.0,0.0,7.0
1513,Bad,1.0,6.0,4.0,4.0,1.0,1.0,0.0,1.0,8.0,6,5,1.0,2.0,7.0,0.0,0.0,0.0,9.0,7.0,3.0,1.0,3.0,8.0
1514,Bad,5.0,5.0,2.0,5.0,8.0,0.0,0.0,5.0,2.0,4,6,8.0,4.0,4.0,0.0,3.0,3.0,4.0,4.0,7.0,2.0,1.0,7.0
1515,Bad,7.0,4.0,7.0,7.0,3.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,3.0,0.0,0.0,0.0,4.0,-8.0,2.0,0.0,1.0,4.0
1516,Bad,3.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,6.0,6,5,2.0,1.0,1.0,0.0,1.0,1.0,7.0,-8.0,5.0,0.0,2.0,5.0
1517,Bad,3.0,3.0,5.0,2.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,5.0,0.0,3.0,1.0
1518,Bad,2.0,0.0,7.0,0.0,0.0,2.0,1.0,5.0,-7.0,6,8,0.0,0.0,6.0,0.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,8.0
1519,Bad,1.0,5.0,3.0,0.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,0.0,0.0,2.0,2.0,8.0,-8.0,7.0,-8.0,3.0,6.0
1520,Bad,4.0,0.0,8.0,1.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,8.0,0.0,2.0,2.0,9.0,-8.0,1.0,-8.0,-8.0,8.0
1521,Bad,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4,3,1.0,1.0,9.0,0.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,6.0
1522,Bad,4.0,8.0,8.0,8.0,5.0,1.0,0.0,2.0,4.0,4,2,5.0,0.0,3.0,0.0,1.0,1.0,7.0,3.0,2.0,1.0,0.0,5.0
1523,Bad,3.0,2.0,6.0,5.0,0.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,3.0,0.0,0.0,0.0,9.0,-8.0,2.0,0.0,2.0,8.0
1524,Bad,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6,6,3.0,1.0,9.0,0.0,1.0,1.0,6.0,0.0,5.0,3.0,0.0,8.0
1525,Good,9.0,1.0,8.0,8.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-8.0,2.0,-8.0,0.0,6.0
1526,Bad,5.0,4.0,4.0,8.0,5.0,0.0,0.0,4.0,6.0,6,6,5.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,3.0
1527,Bad,0.0,9.0,4.0,7.0,9.0,1.0,1.0,4.0,1.0,1,3,9.0,2.0,3.0,0.0,1.0,1.0,9.0,2.0,7.0,3.0,3.0,7.0
1528,Bad,1.0,4.0,2.0,0.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,4.0,6.0,0.0,1.0,1.0,9.0,8.0,7.0,3.0,3.0,8.0
1529,Good,6.0,2.0,6.0,4.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,7.0
1530,Bad,4.0,3.0,2.0,4.0,6.0,2.0,1.0,3.0,3.0,4,4,7.0,4.0,8.0,0.0,0.0,0.0,4.0,9.0,2.0,3.0,0.0,5.0
1531,Bad,4.0,1.0,6.0,3.0,9.0,0.0,0.0,4.0,0.0,4,6,9.0,0.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,3.0,1.0,2.0
1532,Good,6.0,9.0,2.0,9.0,0.0,2.0,1.0,2.0,7.0,5,2,1.0,2.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,8.0
1533,Bad,4.0,2.0,5.0,1.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,4.0,2.0,0.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,3.0
1534,Bad,0.0,9.0,6.0,9.0,9.0,1.0,1.0,4.0,0.0,2,4,9.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,3.0
1535,Bad,1.0,4.0,2.0,6.0,4.0,2.0,1.0,1.0,2.0,4,2,5.0,1.0,4.0,0.0,0.0,0.0,9.0,2.0,3.0,3.0,1.0,8.0
1536,Good,7.0,3.0,2.0,2.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,2.0,9.0,0.0,1.0,1.0,4.0,6.0,1.0,3.0,0.0,7.0
1537,Good,7.0,2.0,7.0,4.0,6.0,1.0,0.0,4.0,5.0,6,5,6.0,0.0,4.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
1538,Bad,3.0,2.0,4.0,4.0,0.0,2.0,1.0,0.0,8.0,6,2,1.0,1.0,3.0,0.0,1.0,1.0,6.0,-8.0,1.0,0.0,0.0,8.0
1539,Bad,0.0,2.0,6.0,4.0,8.0,1.0,0.0,2.0,1.0,4,5,8.0,0.0,2.0,0.0,3.0,3.0,7.0,2.0,7.0,2.0,3.0,4.0
